BBC Radio 1	Bradford,HTC One V,Ruhrstadion,HTC First,DC Comics,FC Goa,Belgrade,Bob Carr,Bulgaria,Croatia,Pep Guardiola,Tomb Raider,Cao Cao,AS Roma,Brazil,FC Basel,FC Seoul,Air Canada,Maxis,Voyager 2,AC Omonia,ND Gorica,New Horizons,Belfast,So Girls,Xiaomi,Ich will,AS Nancy,The Hague,GDragon,Celeron,Ranger 2,Corsier,Bird,Belize,Clang,Nampo,Jay album,FC Metz,Nintendo DS,Ranger 6,Sendai,Busan,Budapest,Nevada,Bob Corker,Emilia Fox,Botswana,Monaco,BBC One
Nicklaus Wirth	Nicki Minaj,Niels Bohr,Chris Weitz,William Windom,Adam Smith,Nightwish,Victor Ponta,Wally West,Milan Susak,Liu Jian,Ordos City,Michael Bay,Bashkirs,Airbus A330,Microsoft Word,Apple Watch,Flora Finch,Nexus 6P,Michael Sheen,Star Wars,Tim Krul,Giordano Bruno,Thomas Pledl,Miloš Zeman,Hans Geiger,Harold Urey,JeanPaul Sartre,Pedro Pires,Émile Borel,Nikola Petković,Angela Merkel,Nereu Ramos,Yitzhak Rabin,Jules Bianchi,Nilo Peçanha,Rivers Cuomo,Hakan Yakin,Epicurus,Dave Mustaine,Hu Jintao,Mariah Carey,Ulla Schmidt,Gerald Ford,Wilber Pan,Ledley King,Naif Hazazi,Piedra Spain,Jimmy Carter,Luís Figo,Niklaus Wirth
Haswell microarchitecture	Yamaguchi Prefecture,Iwate Prefecture,Nagano Prefecture,Tochigi Prefecture,Fukui Prefecture,HansGeorg Schwarzenbeck,Shimane Prefecture,Okayama Prefecture,Warwickshire,Jules Bianchi,Bastian Schweinsteiger,Mikaël Silvestre,Fabien Barthez,Samuel L Southard,One Arashi album,Malice Mizer,Belgian Pro League,Cornell University,Taipei Metro Line 5,Malcolm Fraser,Latvian Higher League,Haha entertainer,Hulk comics,Jack Ryan character,Rose Bowl stadium,Fahri Korutürk,Benjamin Bristow,Camellia,Haj Ali Razmara,Robert Trivers,Lakhdar Brahimi,Kidderminster,Cathay Pacific,Massachusetts,Aramaic alphabet,Merrimack River,Dischord Records,Saint Barthélemy,Madonna entertainer,Game Center,Heath Ledger,Hachinohe Aomori,ArabIsraeli conflict,Arabic alphabet,Kawaguchi Saitama,San Antonio Spurs,Takashi Sorimachi,Coptic alphabet,Aksel V Johannesen,Haswell microarchitecture
Kashmiri	Bashkirs,Kashiwa,Sammir,Katowice,Delhi,Nampo,Naha,Mestizo,Karakoram,Kaká,Bird,Sakhalin,Jahangir,Maebashi,Esbjerg,Zhu Xi,Xiaomi,Maxis,KisMyFt2,Berbers,Valencian,Madrid,Pakistan,Paris,Zenica,Kushan Empire,Suzhou,Armenia,Hebei,Croatia,Tigris,Camellia,Cameroon,Yanan,Yemen,Palencia,Bulgaria,Jining,Shropshire,Busan,Sendai,Yugawara,Clojure,Guangxi,Corsier,Mauritius,Astana,Quito,Belize,Kashmiri language
Blake Ross	Bashkirs,Star Wars,Bradford,Berbers,Belfast,Cameroon,Budapest,Illinois,AS Roma,Hard rock,Gary Locke,Bob Carr,Drake rapper,Émile Borel,Bill Nelson,AlQaeda,Kaká,Maxis,Milan Susak,Americas,Pope Mark,Cape Colony,Bert T Combs,Wind song,Yang Xu,Oregon,Camellia,Belize,Hulk comics,Over Load,Club Atlas,Wally West,Gerald Ford,Pat Roberts,Celeron,Mohamed Morsi,Palencia,Zhang Yesui,Alkmaar,Xiaomi,Mauritius,Sakhalin,FC Goa,MeeGo,Nampo,Clang,Maebashi,Valencian,Wang Zhen,Blake Ross
201213 Europa League	201415 UEFA Europa League,201314 Premier League,Belgian Pro League,Swiss Super League,Indian Super League,Latvian Higher League,2014 AFC Champions League,AC Sparta Prague,Daur language,Rose Bowl Game,Hausa language,Nivkh language,Split Croatia,Basque language,Limbu language,Tim BernersLee,2014 Chinese FA Cup,The Hague,Patrick Leahy,Aymara language,Albert II of Belgium,Kurt Vonnegut,Pope Leo IX,Rose Bowl stadium,Toumba Stadium,The Siren song,Like a Virgin song,North Sea,Nokia Lumia 800,Bosnian language,Romansh language,Mongol Empire,Taipei Metro Line 5,National Front France,Indonesian language,Nacho Monreal,Over Load,Piedra Spain,Aksel V Johannesen,Tigrinya language,Drake rapper,Kushan Empire,Croatia,Kashmiri language,Music Madonna album,Khmer Empire,Bulgarian language,North Brabant,Stefan Effenberg,201213 UEFA Europa League
Ho Chi Minh City	Salt Lake City,Ordos City,Nankai University,Toyota Aichi,HTC One V,Chris Weitz,Nicki Minaj,Inha University,SimCity,HTC First,Luigi Einaudi,Dont Wanna Cry,Xiaomi Mi 2,North Brabant,Al Ain FC,County Monaghan,Wuhan University,Huangchuan County,Coptic alphabet,William Chan,Dai Jiaoqian,Tong Liya,Southern Tang,Boeing 747,Hu Jintao,Nacho Monreal,North Carolina,Thuringia,Leiden University,Ichihara Chiba,Tajimi Gifu,Joachim Löw,House of Vasa,Xu Xiangqian,Chen Jianbin,Hitachi,FC Metz,Brown University,Norodom Monineath,Tulane University,Cosmin Contra,Cornell University,Chicken,Mariah Carey,John Sherman,Clark University,Kazuhiko Chiba,Rolling Star,Gossip Candy,Ho Chi Minh City
Slobodan Rajkovic	Nikola Petković,Hakan Yakin,Altai Republic,Scottish Gaelic,Marion Raven,Todor Burmov,Aleksandr Kokorin,Roman Sharonov,Stefan Löfven,Giordano Bruno,Yitzhak Rabin,Anton Chekhov,Stephen Hawking,Bosnian language,Colorado Rapids,Gilan Province,Cathay Pacific,Good Charlotte,Toyota Aichi,American Samoa,Savo Milošević,Radoslav Kováč,Senad Lulić,Marc Janko,Cristiano Zanetti,Lakhdar Brahimi,John Bercow,Brendon Šantalab,Ashkan Dejagah,Fabien Barthez,Gordon Sprigg,Bob Corker,Moshe Katsav,Robert Coontz,Alan Sheehan,John Curtin,Marco Di Vaio,Sean Connery,Nereu Ramos,Conan OBrien,Sherrod Brown,Tang Shaoyi,Wuhan Zall FC,Mamadou Sakho,Brian Mulroney,Bob Carr,Shanghai,John Roberts,Brian Wilson,Slobodan Rajković
Mabuya Institute of Technology	University of Turin,University of Jena,Occupation of Japan,Republic of Genoa,Prime Minister of Yemen,First Minister of Scotland,University of Portland,State University of New York,University of Freiburg,University of Liverpool,San Jose State University,Mana Iwabuchi,Mayor of New Taipei,Party of Labour of Albania,Kara South Korean band,Shire of Winton,Mary Todd Lincoln,Banastre Tarleton,Kingdom of Sicily,Chancellor of Germany,ArabIsraeli conflict,Party of Regions,Umberto II of Italy,Carlos Duke of Parma,Atlantic Records,Emperor Ruizong of Tang,Philip II of Macedon,Albert II of Belgium,Donald III of Scotland,University of Florence,University of Notre Dame,House of Hohenzollern,University of Alabama,University of Zurich,Takuya Terada,Tulane University,City of Canada Bay,Municipality of Strathfield,Auburn University,Mountain View California,Manco Inca Yupanqui,Republic of Korea Navy,Sony Pictures Animation,Daraa Governorate,PFC Litex Lovech,House of Vasa,Independiente Medellín,Queen Noor of Jordan,Kingdom of England,Mapúa Institute of Technology
Netherlands Antilles	Dutch East Indies,Gelderland,Tocharian languages,Bernard Mandeville,Gerd Müller,George Grenville,New Caledonia,Azerbaijanis,Paraná state,Clement Attlee,Kushan Empire,Celtic languages,Colorado Rapids,Club Atlas,Shandong Airlines,Lethbridge,Southend United FC,Kidderminster,Athletic Bilbao,Jetstar Airways,Notre Dame de Paris,Seth Harris,Manuel Valls,Pedro Pires,Vålerenga Fotball,Nintendo DSi,Hans Geiger,Stefan Löfven,The Rolling Stones,Bertrand Delanoë,Kitchen Nightmares,Zara Phillips,Brian Wilson,Portia SimpsonMiller,Vincenzo Montella,Zhang Wentian,John B Weller,Gerald Guralnik,Georgios Tzavellas,Klaus Augenthaler,Thomas Hobbes,Niklaus Wirth,Electronic Arts,Marcel Desailly,Taiwanese people,Northwest Territories,Bulgarian language,North Brabant,Hungarian forint,Netherlands Antilles
Nem Onusia	AC Omonia,Armenia,ND Gorica,Palencia,HTC One V,Zenica,Tim Krul,Camellia,BBC One,Nevada,Kim Hyungil,Sendai,Animax Asia,TVBSAsia,Nexus 6P,Yemen,Thuringia,Red Skull,Sammir,Senad Lulić,FC Goa,Setagaya,North Sea,Nampo,Naha,Heartful,Oppa Oppa,West Java,Astana,Flea musician,HTC First,Belfast,Inuyasha,Seth Harris,Lee Seunggi,Air Canada,Nightwish,Ahmed Ouyahia,Yūko Obuchi,Delhi,Croatia,Valencian,Shueisha,Hebei,Ovid,Mao Fumei,Busan,New Caledonia,Liu Jian,Nedum Onuoha
Eagle Air	Apple A9,Palencia,Sammir,Pauleta,Camellia,Valencian,Jahangir,Ranger 6,Ranger 2,Ledley King,Fool Again,Egirls,Celeron,Maxis,Esbjerg,Malice Mizer,Tigris,Émile Borel,Armenia,Alkmaar,Delhi,Samuel Alito,Emilia Fox,Bashkirs,Carl Levin,Maebashi,Bulgaria,Sakhalin,Pope Mark,Cameroon,Yang Xu,Zhu Xi,Hebei,Wally West,Haarlem,Madrid,Berlin,Paris,Cao Cao,Illinois,Niels Bohr,Qantas,Cinemax,Bird,OneDrive,HTC First,Hitachi,AC Omonia,EXID,Eagle Airways
Klaus Augenthaler	Game Center,Hans Geiger,Alan Sheehan,Aldous Huxley,Hausa language,Elvis Presley,Daur language,Haha entertainer,Zhang Wentian,Stadium Australia,Club Atlas,Niklaus Wirth,Carl Valeri,Dave Mustaine,Kurt Alder,Kazuma Watanabe,Sven Bender,Jeremy Bentham,John B Weller,Pauleta,Manuel Valls,Kim Heechul,Run Run Shaw,Lima footballer,Heath Ledger,Liu Yuzhang,Hu Jintao,Akhenaten,Yuan Shanshan,Yao people,Sun Zhengcai,Gerd Müller,Maria GoeppertMayer,Fabien Barthez,Thomas Vermaelen,Ernst Kummer,Otto Weininger,Brendon Šantalab,Gary Cahill,Chuck Schumer,HansJürgen Stumpff,Jeff Merkley,Claude Makélélé,Samuel L Southard,Saint Barthélemy,Rahm Emanuel,Niels Bohr,George Grenville,Daisuke Sakata,Klaus Augenthaler
Yashio City	Ordos City,SimCity,Kashiwa,Kazuhiko Chiba,Bashkirs,Gossip Candy,Cao Cao,Tajimi Gifu,Salt Lake City,Sakhalin,Katowice,Liu Jian,Yang Xu,Cosmin Contra,Xiaomi Mi 2,Rainie Yang,Samuel Alito,Zhu Xi,Chris Weitz,Jahangir,Harold Urey,Ich will,Joachim Löw,Mauritius,Mariah Carey,Mario Gómez,Pat Roberts,Fuchū Tokyo,Maebashi,Naha,Yokohama,Suzhou,Maya Yoshida,Jining,Ho Chi Minh City,Sammir,Luo Gan,Yanan,Quito,Nampo,Tuo Zhen,Hayato Ikeda,Tong Liya,Yan Xishan,Nightwish,Mazda Cosmo,Camellia,Cape Colony,Sunny Hill,Yashio Saitama
Otto Grotivor	Otto Weininger,Hans Geiger,Corsier,ND Gorica,OneDrive,So Girls,Roger Wicker,Bob Corker,Anton Chekhov,Édith Cresson,Savo Milošević,Pat Roberts,John Curtin,Seth Harris,Split Croatia,Phil Spector,Katowice,Emma Goldman,AC Omonia,Fábio Aurélio,Luís Figo,Lethbridge,Luo Gan,Atromitos FC,Ordos City,Peter Crouch,Mestizo,Mao Fumei,Croatia,Cao Cao,FC Goa,Hu Jintao,Oregon,Feng Guozhang,Hulk comics,Over Load,Trabzonspor,Socrates,Gilan Province,Game Center,North Carolina,DC Comics,Uttarakhand,Soft rock,Cameroon,Tomb Raider,New Horizons,Yao people,Mauritius,Otto Grotewohl
Distinguished Service Medal	Qinghai Senke FC,Nationalist Party Malta,Dischord Records,Ingrid Bergman,Dianne Feinstein,Denis Zvizdić,Syrian Armed Forces,First Minister of Scotland,Latvian Higher League,Northwest Territories,Kingdom of Sicily,Shaquille ONeal,Daisuke Sakata,Takahito Prince Mikasa,Los Angeles Clippers,Angela Merkel,Scottish Gaelic,United Left Spain,Ander Herrera,Lansing Michigan,Tianhe Stadium,Virgilio Barco Vargas,Kawaguchi Saitama,Bastian Schweinsteiger,English language,Virgin Records,Albanian Armed Forces,Blue English band,House of Vasa,Kushan Empire,Forensic Heroes,California State Senate,Dalian Shide FC,Tim BernersLee,Prime Minister of Yemen,Rolling Star,Swiss Federal Council,The Pretenders,List of parishes in Louisiana,Battle Fever J,Even If Ken Hirai song,Octopuss Garden,North Sea,University of Liverpool,The Siren song,Republic of Crimea,Patrick Leahy,Mountain View California,Taiwanese people,Distinguished Service Medal US Army
Lodigau Lima	Tong Liya,Alianza Lima,Liu Jian,Ledley King,Yokohama,Bulgaria,Animax Asia,Pauleta,Milan Susak,Lollipop F,Ordos City,Setagaya,Tigris,Joachim Löw,Luís Figo,Tajimi Gifu,Yugawara,Kashiwa,Odawara,Nightwish,North Sea,Toyota Aichi,Hitachi,Modula2,Haruna Kojima,Oppa Oppa,Croatia,Luigi Einaudi,Xiaomi,Botswana,Ichihara Chiba,American Samoa,Boeing 747,Adam Smith,Zhu Xi,Lu Xun,Miloš Zeman,Madagascar,Li Ruihuan,Linux,John Curtin,Nicki Minaj,Voyager 2,AS Roma,Confignon,Sammir,Corsier,Senad Lulić,Zenica,Lima footballer
French Navy	West Java,Iron Man,French Polynesia,AS Nancy,Armenia,Palencia,Ordos City,Zenica,Fuchū Tokyo,Valencian,Rainie Yang,Sendai,Ich will,Shanghai,Mariah Carey,North Sea,Wind song,Americas,Monaco,Croatia,Hitachi,Marion Raven,Boeing 747,Paraná state,Oregon,Naha,TRAX band,Nevada,Moon EP,FC Metz,Gossip Candy,Tong Liya,Yanan,Sunny Hill,Leessang,Star Wars,Fool Again,Delhi,WatchOS,Yokohama,Piedra Spain,Pope Mark,Cinemax,Belgrade,Donnie Yen,FC Goa,Setagaya,Wilber Pan,OneDrive,French Navy
Armen Sarkisian	Armenia,Hakan Yakin,Arjen Robben,Alan Sheehan,Ahmed Ouyahia,Yan Xishan,Yuan Shanshan,Animax Asia,Pakistan,Flea musician,Americas,Roman Sharonov,Kourtney Kardashian,Ander Herrera,Milan Susak,Alfredo Cristiani,Henri Brisson,John Curtin,Akhenaten,Chen Jianbin,Anwar Sadat,Gordon Sprigg,Conan OBrien,John Sherman,Seth Harris,Alianza Lima,Seven Years War,Iron Man,Pep Guardiola,Brian Wilson,Avex Trax,West Virginia,Pope Mark,Valencian,Warsaw Uprising,Asamoah Gyan,Mohamed Morsi,Fabien Barthez,Jerry Moran,Avril Lavigne,Moshe Katsav,Nereu Ramos,Anton Chekhov,Édith Cresson,Zhang Wentian,Adam Smith,Jimmy Carter,Zhongshan,Azerbaijanis,Armen Sargsyan
Corcier	Chicken,Clojure,Sammir,Croatia,Berbers,Socrates,Paris,Berlin,Confignon,Zenica,Coquitlam,Alkmaar,Monaco,Tigris,Celeron,Jining,Goa,Esbjerg,Hebei,Dordrecht,Delhi,Quito,North Sea,Mestizo,Bob Corker,Kashiwa,Haarlem,Bird,Oregon,Clang,Belize,GDragon,Cinemax,McLaren,Modula2,SimCity,Ovid,Tuo Zhen,Maxis,Bob Carr,Yemen,WatchOS,So Girls,Chrome OS,Cao Cao,Moon EP,Voyager 2,Madrid,Brazil,Corsier
Milosh Zeman	Nilo Peçanha,Milan Susak,Wilber Pan,Moshe Katsav,Asamoah Gyan,Tuo Zhen,Mao Fumei,Bill Nelson,Luo Gan,John Sherman,Liu Jian,William Chan,North Sea,Iron Man,Yokohama,Cinemax,Chris Weitz,Alan Sheehan,Tomer Hemed,Ron Wyden,Will Champion,Michael Bay,Donnie Yen,Zhongshan,Niels Bohr,Carlos Santana,Mario Gómez,Wang Zhen,Jerry Moran,Cao Cao,Carl Levin,Celeron,Wally West,Will Arnett,Malice Mizer,Robbie Keane,Chris Brown,Nicki Minaj,AlQaeda,McLaren,Mariah Carey,Qin Sheng,Xiaomi Mi 2,Flora Finch,Club Atlas,Li Ruihuan,Emma Goldman,Ingrid Bergman,Modula2,Miloš Zeman
New Horizons	New Caledonia,ND Gorica,Celeron,Seth Harris,DC Comics,Mestizo,Andi Herzog,Nereu Ramos,Americas,GDragon,Hulk comics,So Girls,Nedum Onuoha,Cape Colony,Belize,Lethbridge,Mauritius,Henri Brisson,Victor Ponta,Bob Corker,Oregon,St Albans,Ched Evans,Berbers,Jerry Moran,Tigris,Leeuwarden,Pat Roberts,Cameroon,Pedro Pires,Liu Jian,Lu Zhangong,Pep Guardiola,Gelderland,Guo Jinlong,Naif Hazazi,Paris,Illinois,Berlin,Li Keqiang,Over Load,Fool Again,Penguin Books,Gold Typhoon,Maxis,The Siren song,OneDrive,Rise of Nations,North Sea,New Horizons
Kawaguchi City	Salt Lake City,Kazuhiko Chiba,Ordos City,SimCity,Zara Phillips,Kashiwa,Ho Chi Minh City,Tajimi Gifu,Fuchū Tokyo,Hitachi,Tang Shaoyi,Mariah Carey,Xiaomi Mi 2,Samuel Alito,Joachim Löw,Ulla Schmidt,Ich will,French Navy,Jacques Demy,Mauritius,Yamaguchi Prefecture,Takasaki Gunma,Maebashi,Mana Iwabuchi,Takatsuki Osaka,Nankai University,Massachusetts,Kuniaki Koiso,Wuhan University,Huangchuan County,Asamoah Gyan,Sakhalin,Maya Yoshida,Katowice,Hakan Yakin,Inha University,Quito,Kamchatka Krai,Dordrecht,Khabarovsk Krai,Sunny Hill,Melbourne City FC,Nightwish,ECMAScript,Marco Di Vaio,Paraná state,Nicki Minaj,Palencia,Liu Jian,Kawaguchi Saitama
Watanabe Chima	Takasaki Gunma,Ichihara Chiba,Haruna Kojima,Kazuhiko Chiba,Salt Lake City,Alianza Lima,Maya Yoshida,William Chan,Wang Zhen,Mazda Cosmo,Maebashi,Mana Iwabuchi,Hayato Ikeda,Setagaya,Kashiwa,Nanako Matsushima,Ibaraki Osaka,Hitachi,Hakan Yakin,Lakhdar Brahimi,Matěj Vydra,Camellia,Tong Liya,Santander Spain,Palencia,Rainie Yang,Leandro Guaita,Animax Asia,Astana,Ronan Keating,Jahangir,Haarlem,Gary Cahill,Uttarakhand,New Caledonia,Mariah Carey,Pat Roberts,Paraná state,Staffordshire,Worcestershire,Warwickshire,WatchOS,Takuya Terada,Odawara,Yugawara,Kawaguchi Saitama,Yashio Saitama,Takatsuki Osaka,Daisuke Sakata,Kazuma Watanabe
Little Rock Arkansas	House of Vasa,Nilo Peçanha,St Albans,Victor Ponta,Pat Roberts,Will Arnett,Blake Ross,Dmitry Polyansky,Miloš Zeman,Battle Fever J,Angelino Alfano,Athletic Bilbao,Li Ruihuan,Malcolm Fraser,Eagle Airways,Rise of Nations,Lafayette Louisiana,Virgin Records,West Virginia,Shire of Winton,Split Croatia,City of Canada Bay,Club Atlas,Notre Dame de Paris,Southern Tang,Lima footballer,Soft rock,Uttarakhand,Ledley King,Valencian,Rose Bowl stadium,Rose Bowl Game,John Roberts,Sherrod Brown,Luke P Blackburn,Ched Evans,Atlantic Records,Like a Virgin song,Milan Susak,Émile Borel,Love So Sweet,Jerry Moran,Lu Wei politician,Tibetic languages,Universal Orlando,Wilber Pan,Luo Gan,Agatha Barbara,Patrick Leahy,Little Rock Arkansas
Alfredo Cristiani Burcard	Cristiano Zanetti,Eurico Gaspar Dutra,Pier Luigi Bersani,Lamborghini Gallardo,Scuderia Ferrari,Alexandre Millerand,Agatha Barbara,American Samoa,Todor Burmov,Giorgio Chiellini,Giordano Bruno,Aldous Huxley,Lucrezia Borgia,Jimmy Bullard,Gonchigiin Bumtsend,Ahmed Ouyahia,Lord William Bentinck,Blue English band,Ho Chi Minh City,Empress Xiaoshurui,Indiana Pacers,Athletic Bilbao,Flea musician,Jetstar Airways,Universal Orlando,West Virginia,Indonesian language,Air Canada,Tokyo Disneyland,Reinaldo Elias da Costa,Gordon Sprigg,Brendon Šantalab,Prudente de Morais,Ricardo Ezzati Andrello,Cosmin Contra,Jules Bianchi,Angelino Alfano,Marco Di Vaio,Henri Brisson,Patrick Kisnorbo,Bertrand Delanoë,Ricardo Carvalho,Ander Herrera,John Bercow,Ernst Kummer,Samuel L Southard,Aleksandr Kokorin,Otto Weininger,Vlatko Grozdanoski,Alfredo Cristiani
Guangxi Zhuang Autonomous Region	Huangchuan County,Aung San Suu Kyi,Lu Zhangong,Princess Iman bint Hussein,John Langdon politician,Qiangic languages,Zhang Wentian,Gonchigiin Bumtsend,Vasili Kuznetsov politician,Manco Inca Yupanqui,Hachinohe Aomori,Dianne Feinstein,Yuan Shanshan,ShanghaiKunming Railway,Tin Aung Myint Oo,San Antonio Spurs,Sichuan University,John Eaton politician,Party of Regions,Sony Pictures Animation,Tang Shaoyi,Wang Zhen,Sun Zhengcai,Wuhan University,An Lushan Rebellion,Zhang Yesui,Wang Dongxing,Sham Shui Po Sports Ground,Imangali Tasmagambetov,Gwangju World Cup Stadium,Hong Kong Football Association,Sandra Day OConnor,Kuniaki Koiso,Nanako Matsushima,Juan Antonio Samaranch,Bosnian language,OS X Mountain Lion,Belgian Pro League,Giannis Maniatis,Bulgarian language,Park Jungmin,Qingdao Jonoon FC,Hungarian forint,Albanian Armed Forces,Indian Super League,Michael Bloomberg,Penguin Books,Lansing Michigan,Stadium Australia,Guangxi
Carrie Underwood	Chris Brown,Carl Valeri,Kim Ryeowook,Cameroon,Clark University,London Underground,Ingrid Bergman,Andi Herzog,David Stern,Malice Mizer,Carl Levin,Tulane University,Mario Gómez,Fabio Capello,Battle Fever J,Chris Weitz,Harold Urey,Corsier,Eagle Airways,Celeron,Cape Colony,Hurricane Ike,Brown University,Kurt Alder,Cornell University,Nankai University,Game Center,Gelderland,Hard rock,Virgin Records,Katy Perry,Marion Raven,Rainie Yang,Carlos Santana,Drake rapper,Mariah Carey,Wind song,Donnie Yen,Phil Spector,CurtissWright,Forensic Heroes,Brian Wilson,Evergreen Group,Warsaw Uprising,The Pretenders,Pat Roberts,Mari Kiviniemi,Gerald Ford,Robbie Keane,Carrie Underwood
Clang	Kaká,Yanan,Naha,Jining,Lyon,Goa,Astana,Busan,Guangxi,BASIC,MeeGo,GNU,AWK,Clojure,Linux,Maxis,EXID,Xiaomi,IOS,VIXX,Celeron,SS501,Nampo,AlQaeda,Bird,NTV7,H EP,Leessang,ABBA,Alkmaar,TVBS,SDN48,FC Goa,Metz,BBC One,Croatia,Delhi,Jahangir,Nevada,Belfast,Monaco,Yunnan,Hebei,Quito,Ovid,Qantas,Belize,Yang Xu,Yemen,Clang
Luzhniki Stadium	Tianhe Stadium,Toumba Stadium,Mong Kok Stadium,Karaiskakis Stadium,Philips Stadion,Sugathadasa Stadium,Rose Bowl stadium,Ruhrstadion,Kuniaki Koiso,Luigi Einaudi,Lekhwiya SC,Sukhoi Su24,Lakhdar Brahimi,Yokohama Station,Suzuki Escudo,Ludvík Svoboda,Yitzhak Rabin,Rolling Star,Kazuhiko Chiba,Yashio Saitama,Anwar Sadat,Leandro Guaita,Westwood Studios,Kamchatka Krai,Hakan Yakin,Kashmiri language,Lethbridge,Azerbaijanis,Sunny Hill,Kushan Empire,Ibaraki Osaka,Tang Shaoyi,Denis Zvizdić,The Hague,Daisuke Sakata,Santander Spain,Luís Figo,Pakistan,Tajimi Gifu,William Golding,Rainie Yang,William Windom,Chris Weitz,Piedra Spain,Luo Gan,Marco Di Vaio,Suzhou,John Curtin,Ronan Keating,Luzhniki Stadium
Tumpa Stadium	Tianhe Stadium,Luzhniki Stadium,Philips Stadion,Mong Kok Stadium,Ruhrstadion,Sugathadasa Stadium,Tim Krul,Piedra Spain,Ulla Schmidt,Túpac Huallpa,Anwar Sadat,The Hague,Jay album,Emma Goldman,Tomb Raider,Tang Shaoyi,Suwa Nagano,Karaiskakis Stadium,Rose Bowl stadium,Karakoram,TRAX band,Hakan Yakin,Tomer Hemed,Oppa Oppa,Roman Sharonov,Takuya Terada,North Sea,Thomas Pledl,Sunny Hill,Katowice,Luís Figo,Yokohama Station,Tong Liya,Bulgaria,Khmer Empire,Pep Guardiola,Qantas,TVBSAsia,Heartful,Kazuma Watanabe,Toyota Aichi,Jules Bianchi,Fool Again,Gary Cahill,Kushan Empire,Yuya Tegoshi,Haarlem,Sakhalin,Yugawara,Toumba Stadium
Moses Katsav	Milan Susak,Ronan Keating,Pope Mark,House of Vasa,Maebashi,West Java,Mestizo,Botswana,Miloš Zeman,Todor Burmov,Tomer Hemed,Marc Janko,Mohamed Morsi,Anwar Sadat,Matěj Vydra,Akhenaten,Cosmin Contra,Armen Sargsyan,Manuel Valls,Nereu Ramos,Jules Bianchi,Socrates,Montesquieu,Pope Sixtus V,Leessang,Roger Wicker,Ched Evans,Setagaya,Mazda Cosmo,Astana,Bob Carr,Pope Pius IX,Pope Leo IX,Club Atlas,Coquitlam,UD Las Palmas,Modula2,Tong Liya,The Hague,Ordos City,Pakistan,Americas,Yokohama,Avex Trax,Tomb Raider,Croatia,North Sea,Gossip Candy,Monaco,Moshe Katsav
Forensic Pioneer	Roger Wicker,Corsier,Sven Bender,Ernst Kummer,French Polynesia,Malice Mizer,Love So Sweet,Gossip Candy,Game Center,Bob Corker,Friends season 7,Cosmin Contra,Donnie Yen,Flora Finch,Chen Jianbin,French Navy,Connecticut River,Hans Geiger,Robert Coontz,Pedro Pires,Confignon,Sean Connery,Merrimack River,Jules Bianchi,John B Weller,Niels Bohr,Windows Phone,Valencian,Robbie Keane,Arjen Robben,Pope Pius IX,Lost season 3,Tomer Hemed,Surface Pro 2,Fool Again,Ledley King,Wind song,Sorry Sorry,Coptic alphabet,Drake rapper,Aramaic alphabet,Haha entertainer,Robert Trivers,Roman Sharonov,Rensuke Isogai,Ivan Silayev,AlNusra Front,Tong Liya,Haruna Kojima,Forensic Heroes
Yomiuri TV	Xiaomi Mi 2,Tigris,Americas,Lollipop F,Shueisha,Sammir,SimCity,ND Gorica,HTC One V,Atromitos FC,Clojure,Camellia,Yokohama,Coquitlam,Tim Krul,Soft rock,Dordrecht,Lethbridge,Modula2,Boeing 747,So Girls,Egirls,Moon EP,Quito,OneDrive,Liu Jian,Jining,Yang Xu,Yunnan,Bulgaria,Tong Liya,Ranger 2,Corsier,Epicurus,Tomb Raider,Ranger 6,Armenia,Bird,Thuringia,Zhu Xi,Cameroon,Nexus 6P,Yemen,Emilia Fox,Voyager 2,Socrates,Mauritius,Tajimi Gifu,TVBSAsia,Yomiuri Telecasting Corporation
Sven Bender	Sean Connery,Game Center,Hans Geiger,Kurt Alder,Ron Wyden,John B Weller,John Bercow,Over Load,Sendai,Tomb Raider,Roger Wicker,Ander Herrera,Gerd Müller,Stefan Effenberg,Qin Sheng,Tomer Hemed,Ivan Silayev,Donnie Yen,Bob Corker,Stefan Löfven,Heath Ledger,Chen Jianbin,TRAX band,Belgrade,Niels Bohr,Arjen Robben,The Pretenders,Lee Seunggi,The Hague,Yemen,Berbers,BBC One,Sun Zhengcai,Iron Man,Leeuwarden,Seven Years War,Avex Trax,Akhenaten,Carl Valeri,FC Basel,Carl Levin,Senad Lulić,David Stern,Ernst Kummer,Sammir,Marc Janko,Ched Evans,Herbert Blumer,Seth Harris,Sven Bender
Air Canada	AS Nancy,AlQaeda,Armenia,Astana,AC Omonia,Bird,TRAX band,Al Ain FC,Over Load,Nevada,Gossip Candy,Botswana,Croatia,Alkmaar,Setagaya,Bob Carr,Naif Hazazi,Yugawara,Gary Cahill,Marc Janko,Yanan,Luo Gan,Odawara,Cao Cao,Anwar Sadat,Liu Jian,AS Roma,Qantas,Cinemax,HTC One V,Airbus A330,Americas,Hitachi,Animax Asia,BBC One,North Sea,Alianza Lima,FC Goa,SimCity,Game Center,American Samoa,Qin Sheng,New Caledonia,Xiaomi,Wilber Pan,ND Gorica,GDragon,Carl Valeri,Oregon,Air Canada
